id,product_name,brand_name,short_description,original_price,price_after_voucher,discount_rate,discount_price,quantity_sold,rating_average,review_count,warranty_info,return_policy,url_img,date
125182567,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng nhập khẩu,Kindle,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,3880000,3880000,0,0,1558,5.0,406,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/14/2f/c6/a161edd03cf817a13d4c3255d1467f0a.jpg,2024-11-29
217706932,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,Kindle,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,3890000,3890000,0,0,497,5.0,128,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/5a/a9/fd/6fe6aa80db8a8c896ea852619df906f2.jpg,2024-11-29
271362153,"Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da FOR KIDS (Bản KIDS, Không Quảng Cáo) - Hàng chính hãng",Kindle,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4290000,3950000,8,340000,10,5.0,1,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/4d/65/eb/8cc241b558538e304ff89118215eb0f7.jpeg,2024-11-29
217645692,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - 16Gb và Bao da - Hàng nhập khẩu,Kindle,Amazon vừa chính thức ra mắt thế hệ tiếp theo của dòng máy đọc sách Kindle Paperwhite.Kindle Paperwhite 5 (hay Kindle Paperwhite 11th Gen) là phiên bản thay thế cho chiếc Kindle Paperwhite 4 đã ra ...,4490000,4050000,10,440000,18,4.8,5,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/51/8f/6b/1d558fab3d6a12743156ccbdbe0f4f8f.jpg,2024-11-29
274550926,Điện thoại Realme C60 (4GB/64GB) - Hàng Chính Hãng,Realme,"Trải nghiệm xem ấn tượng với 90HzVới màn hình lớn đến 6.74 inch kết hợp cùng tần số quét màn hình 90Hz mượt mà, realme C60 hứa hẹn mang đến trải nghiệm màn hình lớn ấn tượng, hỗ trợ tối đa cho thao t...",2990000,2290000,23,700000,2084,5.0,10,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/8f/a1/59/b99d2763338e7f31878917cbb280de65.png,2024-11-29
276109904,Apple iPhone 16 Pro Max,Apple,...,34990000,33990000,3,1000000,571,5.0,73,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/be/d9/31/f9a8136c56b3a63ae3ecd46a14d3edae.jpg,2024-11-29
274171148,Điện thoại Oppo A38 (4GB/128GB) - Hàng Chính Hãng,OPPO,"Vẻ ngoài đơn giản tối ưu trải nghiệmẤn tượng đầu tiên của mình với OPPO A38 chính là ngoại hình nổi bật của nó. Thiết kế của OPPO A38 với hình dáng vuông vức, cùng với hiệu ứng chuyển đổi màu sắc độc...",3990000,3490000,13,500000,3689,4.8,11,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/f4/9f/c1/0b5a854f0cc4c3158f6eecb2ccde681c.jpg,2024-11-29
270975124,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng ,OPPO,"OPPO A58 - chiếc điện thoại kế nhiệm nhà OPPO dự kiến sẽ có những thiết kế nổi bật ngoài sự mong đợi. Điện thoại sở hữu cấu hình ấn tượng với chip Dimensity 700 và khả năng đa nhiệm của RAM 8G, bộ nhớ...",4990000,4090000,18,900000,9853,5.0,82,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/91/e7/7e/24461c4d1f848b11eaa4ff444f1ec5f9.jpg,2024-11-29
273252926,Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,OPPO,"Thiết kế trẻ trung, chuyển màu huyền ảoMặc dù có mức giá phải chăng nhưng OPPO A18 đã được nhà sản xuất tạo hình cực kỳ trẻ trung hiện đại. Mặt lưng và khung viền của điện thoại được thiết kế vát phẳ...",3990000,3269000,18,721000,1,0.0,0,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/45/7e/6c/d2ea1abdc518f7120f31266dd612173c.jpg,2024-11-29
184059211,Apple iPhone 13,Apple,iPhone 13. Hệ thống camera kép tiên tiến nhất từng có trên iPhone. Chip A15 Bionic thần tốc. Bước nhảy vọt về thời lượng pin. Thiết kế bền bỉ. Mạng 5G siêu nhanh.1 Cùng với màn hình Super Retina XDR s...,24990000,13090000,48,11900000,7854,5.0,2023,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/b7/ba/88/66059a54a3a139d45841d412379b1fe4.jpg,2024-11-29
273951550,Điện Thoại Samsung Galaxy A15 LTE (8GB/128GB)- Đã Kích Hoạt Bảo Hành Điện tử - Hàng Chính Hãng,Samsung,"Thiết kế và Màn hìnhĐiện Thoại Samsung Galazy A15 LTE (8GB/128GB) thiết kế viền nổi độc đáo Key Island, mang lại trải nghiệm cầm nắm khác biệt, chắc chắn và dễ dàng.Màn hình Super AMOLED 90Hz cho t...",4990000,3950000,21,1040000,510,5.0,91,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/78/0f/b0/aa318acd2b21d5929cdd56aa8b2d385c.png,2024-11-29
276110023,Apple iPhone 16 Pro,Apple,...,28990000,28790000,1,200000,141,5.0,17,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/30/f1/ec/bbde43f59e7724c4c474bb81f388f98e.jpg,2024-11-29
271973414,Apple iPhone 15 Pro Max,Apple,"Nội dung quảng cáoGiờ đây với thiết kế titan nhẹ và bền chắc, cùng chip A17 Pro cho khả năng đa nhiệm khủng. Bắt trọn những khoảnh khắc đặc biệt khi đang di chuyển với hệ thống camera chuyên nghiệp l...",33490000,28990000,13,4500000,3504,5.0,256,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/fa/1d/33/98a0ed962d4b27b6526a93fac7aab192.png,2024-11-29
273258825,Điện thoại Samsung Galaxy A05s (4GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,Samsung,  ...,3950000,2890000,27,1060000,500,4.8,98,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/88/2b/33/cc61051d40b92a366c97dade90737644.png,2024-11-29
276110349,Apple iPhone 16,Apple,...,22990000,21990000,4,1000000,167,5.0,21,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/47/f5/68/47425f62a31015703ff60128baf676e1.jpg,2024-11-29
274101255,Máy Tính Bảng Samsung Galaxy Tab A9 Wifi 4GB/64GB - Hàng Chính Hãng,Samsung,"Thiết kế tinh tế, hợp xu hướngGalaxy Tab A9 được thiết kế nguyên khối với bộ khung kim loại cùng mặt lưng phẳng, góp phần mang đến một tổng thể liền lạc thống nhất. Ngoài ra, mặt lưng này còn được ho...",3490000,2550000,27,940000,532,4.8,106,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/ee/89/c4/eb5c213c9896bcad8da52d112d99edcd.png,2024-11-29
270977740,Điện thoại Samsung Galaxy A54 5G - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,Samsung,...,6580000,6580000,0,0,0,5.0,50,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/product/f5/15/2228f38cf84d1b8451bb49e2c4537081.png,2024-11-29
271046571,Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,Xiaomi,"Vẻ ngoài thời trang cùng màu sắc mới mẻRedmi Note 12 được tạo hình bằng một vẻ ngoài quen thuộc với các cạnh cùng hai mặt vát phẳng tinh tế, những vị trí giao nhau giữa mặt lưng và bộ khung cũng sẽ đ...",3940000,3940000,0,0,0,4.8,192,No warranty info,No return policy,https://salt.tikicdn.com/ts/product/49/d2/66/355ca7fcb640bc197c927984d808a702.jpg,2024-11-29
205815576,"Apple iPad 10.9-inch (10th Gen) Wi-Fi, 2022",Apple,"Nội dung quảng cáoĐược thiết kế lại đầy màu sắc và giàu năng lực hơn bao giờ hết. Với chip A14 Bionic mạnh mẽ, các nhà giáo dục có thể giúp học sinh làm mọi việc từ phác thảo ý tưởng đến học lập trìn...",12990000,8990000,31,4000000,418,5.0,108,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/12/c2/4e/39c4f6b973b20a392afabfd4b3bdba44.png,2024-11-29
276110276,Apple iPhone 16 Plus,Apple,...,25990000,25750000,1,240000,64,5.0,7,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/b4/2c/b9/59569bb010e754e338314671c16c84a8.jpg,2024-11-29
271972435,Apple iPhone 15 Pro,Apple,"Nội dung quảng cáoiPhone 15 Pro. Được đúc từ titan và trang bị chip A17 Pro đột phá, nút Tác Vụ có thể tùy chỉnh, và hệ thống camera chuyên nghiệp linh hoạt hơn. Tính năng nổi bậtĐƯỢC ĐÚC TỪ TI...",24800000,24800000,0,0,0,4.8,117,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/product/f5/15/2228f38cf84d1b8451bb49e2c4537081.png,2024-11-29
275913708,Điện thoại Itel it8010 4G - Hàng Chính Hãng,Itel,Được hoàn thiện từ chất liệu nhựa cứng cứng cáp nên khi cầm vào khá chắc chắn. Các góc cạnh của máy được bo cong mềm mại mang đến cảm giác sử dụng thoải mái. Mặt sau không được trang bị camera nhưng h...,360000,350000,3,10000,440,4.7,9,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/ab/e0/7b/62980912a4da4a7caaefb7848143fde9.png,2024-11-29
275585819,Máy tính bảng Alcatel Tab 3T8 (2GB/32GB) - Hàng chính hãng,Alcatel,"Thiết kế cứng cápMáy tính bảng Alcatel 3T8 mỏng nhẹ với khối lượng 290 g, là người bạn lý tưởng khi bạn di chuyển. Màu sắc tinh tế cùng lớp nhám mờ hoàn thiện đặc biệt giúp bạn trông đẹp mắt ở bất cứ...",1290000,890000,31,400000,170,4.8,41,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/0c/7b/2f/4317baabcbbfbc05914191b0d5bc0bf4.png,2024-11-29
274101262,Máy Tính Bảng Samsung Galaxy Tab A9 Plus Wifi 4GB/64GB - Hàng Chính Hãng,Samsung,"Samsung Galaxy Tab A9 Plus – Hiệu suất vượt trộiNằm trong phân khúc tầm trung, Galaxy Tab A9 Plus không đi kèm trái tim khủng như Galaxy S9 nhưng vẫn đem đến hiệu năng vượt trội so với đối thủ cùng p...",4130000,4130000,0,0,0,4.7,63,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/product/f5/15/2228f38cf84d1b8451bb49e2c4537081.png,2024-11-29
214756058,Máy đọc sách New Kindle 11th 2022 (16GB) - Hàng chính hãng,Kindle,"Sản phẩm đầu tiên thuộc dòng basic có độ phân giải 300ppiMáy đọc sách New Kindle 11th 2022 (16GB) được nâng cấp với màn hình độ phân giải 300ppi (so với 167ppi) của đời trước, cổng kết nối USB-Type C...",3190000,2950000,8,240000,745,5.0,128,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/44/ba/3c/31b5a0b56c724d6a14bcf24b30500873.png,2024-11-29
274037360,Điện Thoại POCO C65 (6GB/128GB) - Hàng Chính Hãng,POCO,"Công nghệ, thời thượng, siêu trải nghiệmXiaomi POCO C65 đang là điểm nhấn công nghệ được nhiều người dùng quan tâm trong thời gian gần đây. Với hàng loạt sự nổi bật về thiết kế, cấu hình cũng như hiệ...",3090000,3090000,0,0,0,4.8,53,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/product/f5/15/2228f38cf84d1b8451bb49e2c4537081.png,2024-11-29
273942001,Điện thoại Xiaomi Redmi Note 13 (6GB/128GB) - Hàng chính hãng,Xiaomi,"Thiết kế đổi mới cùng độ mỏng ấn tượng 7.97 mmThiết kế của Redmi Note 13 mang đậm dấu ấn của sự tinh tế và sang trọng. Máy sở hữu một hình dáng vuông vức, với khung viền và mặt lưng được chế tạo độc ...",4030000,4030000,0,0,0,4.8,133,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/producttmp/1b/6e/54/a3625f624efa211aefd0a8d295265ed7.jpg,2024-11-29
276158277,Điện thoại Itel it9310 - Hàng Chính Hãng ,Itel,"Itel IT9310 4G là sự kết hợp hoàn hảo giữa thiết kế nhỏ gọn và khả năng kết nối mạnh mẽ. Với những tính năng hữu ích như kết nối 4G tốc độ cao, hỗ trợ Wi-Fi, pin dung lượng lớn và khả năng mở rộng bộ ...",650000,590000,9,60000,66,4.6,16,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/93/71/08/01f76871263fb4b2c82291003fee2d04.png,2024-11-29
275510578,Điện thoại OPPO A79 5G (8GB/256GB) - Hàng Chính Hãng,OPPO,"Đặc điểm nổi bậtTrải nghiệm hình ảnh mượt mà và sống động với màn hình 90Hz, cho bạn những thao tác vuốt chạm và chơi game mượt mà hơn.Tận hưởng tốc độ internet siêu nhanh và ổn định với kết nối 5G...",7490000,7150000,5,340000,578,0.0,0,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/39/35/a2/7f6aa04c1e1e9d7899dda7ef1a292bb1.jpg,2024-11-29
276044893,Điện thoại Xiaomi Redmi A3X (3GB/64GB) - Hàng Chính Hãng,Xiaomi,"Thiết kếXiaomi Redmi A3x sở hữu mặt lưng kính với khung nhựa phẳng, mang đến vẻ đẹp vuông vắn và cảm giác cầm nắm chắc chắn. Cụm camera nằm trong mô-đun hình tròn lớn đem lại vẻ đẹp bóng bẩy và sang ...",2490000,2090000,16,400000,33,4.5,2,18 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/fb/f0/36/d9949a134af991072bf1ee6ef58b24f9.png,2024-11-29
274037365,Điện Thoại POCO C65 (8GB/256GB) - Hàng Chính Hãng,POCO,"Công nghệ, thời thượng, siêu trải nghiệmXiaomi POCO C65 đang là điểm nhấn công nghệ được nhiều người dùng quan tâm trong thời gian gần đây. Với hàng loạt sự nổi bật về thiết kế, cấu hình cũng như hiệ...",3160000,3160000,0,0,0,5.0,80,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/product/f5/15/2228f38cf84d1b8451bb49e2c4537081.png,2024-11-29
275583801,Điện thoại Xiaomi Redmi Note 13 (8GB/128GB) - Hàng chính hãng,Xiaomi,"Thiết kế đổi mới cùng độ mỏng ấn tượng 7.97 mmThiết kế của Redmi Note 13 mang đậm dấu ấn của sự tinh tế và sang trọng. Máy sở hữu một hình dáng vuông vức, với khung viền và mặt lưng được chế tạo độc ...",4990000,4290000,14,700000,167,5.0,41,18 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/97/fb/35/304441b02ebf2d8b52a3ca3b7065e8d8.png,2024-11-29
274681250,Điện Thoại Samsung Galaxy A55 5G (8GB/128GB)- Đã Kích Hoạt Điện Tử- Hàng Chính Hãng,Samsung,"Sự kết hợp hoàn hảo giữa sắc màu và khung máy bền bỉTrên tay Samsung A55, người dùng sẽ có ấn tượng mạnh bởi đa sắc màu trẻ trung, thời thượng kết hợp với khung máy kim loại bền bỉ. Phần mặt sau và m...",9990000,8620000,14,1370000,115,5.0,33,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/47/54/6b/431a665dae707ffdad59c8f69bc81663.png,2024-11-29
270471101,Điện Thoại Nokia 110 4G Pro TA-1559 - Hàng Chính Hãng,Nokia,"Thiết kế cổ điển khó bị nhầm lẫnPhân khúc điện thoại phổ thông dần trở nên sôi động, và đây là một phân khúc thiết bị di động mà Nokia hay đúng hơn là HMD Global đang tích cực cải tiến. Tại thời điểm...",720000,670000,7,50000,573,4.6,49,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/8c/e7/7e/401fccc10fd7c357d02c362b4014d422.png,2024-11-29
275349801,Điện thoại Xiaomi Redmi 13C (8GB/256GB) - Hàng chính hãng,Xiaomi,"Redmi 13C 8GB/256GB Là một chiếc smartphone giá rẻ hấp dẫn của Xiaomi. Sản phẩm này có kích thước 6.71 inch mang tới hiển thị rõ nét. Hiệu năng phần cứng từ chip MediaTek MT6769Z Helio G85. Ngoài ra,...",3990000,3150000,21,840000,91,4.5,13,18 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/3c/7b/53/ea43fb40ac89b43423b5a74b2f3d07d0.png,2024-11-29
274721226,Điện thoại Realme C65 (6GB/128GB) - Hàng Chính Hãng,Realme,"Bật tung cá tính với thiết kế đẹp mắtĐiện thoại Realme C65 được thiết kế với sự cân nhắc tỉ mỉ giữa tính thẩm mỹ và sự trẻ trung. Với một vẻ ngoài hiện đại và đầy phong cách, thiết kế của máy hứa hẹn...",3690000,2990000,19,700000,43,4.8,10,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/15/72/2a/6219dd0fcaa155e70a22a7612085118e.png,2024-11-29
275716541,Điện thoại Realme C61 (4GB/128GB) - Hàng Chính Hãng,Realme,"Đặc điểm nổi bật:Màn hình IPS LCD 6.745 inch với độ làm tươi 90 Hz cho hình ảnh sắc nét, màu sắc rực rỡ và góc nhìn rộng.Bộ xử lý Unisoc Tiger T612 cho hiệu năng ổn định, xử lý mượt mà các tác vụ h...",3590000,2790000,22,800000,24,5.0,2,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/08/66/bc/562e9a4d5a7c6a44df4358ef9fca145e.png,2024-11-29
275237083,Điện thoại Nokia 3210 - Hàng Chính Hãng,Nokia,"Phong cách retro kết hợp gam màu hiện đạiLiếc nhìn Nokia 3210 4G, bạn có thể nhận ra ngay nét đẹp hoài niệm với kiểu dáng thân máy quen thuộc. Phong cách retro kinh điển từng giúp phiên bản ra mắt nă...",1590000,1390000,13,200000,261,5.0,24,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/77/e9/fe/75c7c587ffa95c49e74e16d46c46d8e5.png,2024-11-29
184036446,Apple iPhone 11,Apple,"Nội dung về tính năngQuay video 4K, chụp ảnh chân dung tuyệt đẹp và chụp phong cảnh rộng với hệ thống camera kép hoàn toàn mới. Chụp ảnh tối ưu trong điều kiện ánh sáng yếu với chế độ Ban Đêm. Xem ản...",15999000,9890000,38,6109000,14469,4.8,3086,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/aa/24/e0/d73c22287081d807af0de9cb48a79f3c.jpg,2024-11-29
270471106,Điện Thoại Nokia 105 4G Pro TA-1538 - Hàng Chính Hãng,Nokia,"Thiết kế nhỏ gọn, mặt lưng nhám bám tay  Nếu bạn đang muốn tìm kiếm một chiếc điện thoại có bàn phím vật lý, thì Nokia vẫn luôn là thương hiệu được nghĩ đến đầu tiên. Những chiếc điện thoại Nokia nổi...",680000,640000,6,40000,1424,4.7,68,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/61/c1/bc/c52389b042a8a2a4ba86e95152d6f3df.png,2024-11-29
275432684,Điện thoại Nokia 220 4G - Hàng chính hãng,Nokia,"Thổi làn gió hiện đại vào thiết kế hoài cổ quen thuộc, Nokia 220 4G phiên bản 2024 sẽ đem lại cho bạn trải nghiệm mới mẻ với màn hình màu nịnh mắt, kết nối Bluetooth tiện dụng và khả năng hỗ trợ mạng ...",999000,890000,11,109000,492,4.5,31,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/94/f5/66/247cc84256830441568977239a7fe863.jpg,2024-11-29
276285659,Máy tính bảng Masstel Tab 10A ( 3GB - 32GB) - Hàng Chính Hãng,Masstel,"Màn hình rộng rãi cho trải nghiệm xem dễ chịuSản phẩm này được trang bị màn hình 10.1 inch với tỷ lệ 16:10, lý tưởng cho cả học tập và giải trí. Độ phân giải 1280  800 pixels cùng công nghệ IPS mang ...",1150000,1150000,0,0,0,4.3,4,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/producttmp/e5/18/bd/2c2103e7b301d5bc7ef58d211ea01b6d.jpg,2024-11-29
204237269,Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,Panasonic,"Điện thoại chính hãng Panasonic KX-TSC11– Màn hình hiển thị số gọi đến, gọi đi.– Bộ nhớ 50 số điện thoại.– Nhớ 50 số gọi đến 10 số gọi đi.– Khoá đường dài, di động bằng mã.– Có các mức điều chỉnh...",600000,600000,0,0,284,5.0,48,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/84/dd/92/991b033392f01d334d1ce248d69e1daa.jpg,2024-11-29
201067649,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,Kindle,"LƯU Ý VỀ QUẢNG CÁO TRÊN KINDLE (MÀN HÌNH CHỜ/ẢNH BÌA).... (cập nhật tháng 10/2024)Thông thường bản Kids Edititon thường sẽ tự động cập nhật thành bản không có quảng cáo. Tuy nhiên, trong trường hợp b...",4100000,4100000,0,0,548,5.0,113,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/db/8f/e0/44dc938d992af100f8f387cd74bc2927.jpg,2024-11-29
275913711,Điện thoại Itel it2600 4G - Hàng Chính Hãng,Itel,"Điện thoại di động Itel it2600 4G là chiếc điện thoại đáp ứng những nhu cầu cơ bản, dễ dàng sử dụng và đặc biệt có mức giá cực hợp lý. Máy có thiết kế nhỏ gọn, màn hình 2 inch rõ nét, bộ nhớ 16MB, kế...",490000,450000,8,40000,171,4.3,4,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/9b/0e/83/073db153ace132021296feb22455e88c.png,2024-11-29
276250848,Điện Thoại Samsung Galaxy A06 (4GB/128GB) - Hàng Chính Hãng,Samsung,"Với thiết kế thanh lịch, công nghệ mạnh mẽ và tính năng bảo mật cao, Samsung Galaxy A06 mang đến trải nghiệm đỉnh cao.Màn hình lớn 6.7 inch, camera 50 MP tinh xảo và thời lượng pin dài lâu giúp thiết...",3490000,3390000,3,100000,13,0.0,0,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/72/e0/cd/8a0ab3287303bd44852244491cae5ab7.png,2024-11-29
276067924,Điện thoại ZTE Blade A55 (4GB/128GB) - Hàng Chính Hãng,ZTE,"ZTE Blade A55 là một sự lựa chọn tuyệt vời trong phân khúc giá rẻ với kết hợp hoàn hảo giữa thiết kế mỏng nhẹ và hiệu năng ấn tượng. Với màn hình rộng, cụm camera lớn và thời lượng pin dài, chiếc điện...",1890000,1890000,0,0,0,4.8,5,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/producttmp/59/3b/8c/e149097586a90ade0dbbbdb08402db73.jpg,2024-11-29
275307093,Điện Thoại Samsung Galaxy A25 5G (6GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,Samsung,"Rực rỡ đáng kinh ngạcRạng rỡ mọi sắc màu. Màn hình Super AMOLED 6,5 inch của Samsung Galaxy A25 5G hiển thị màu sắc phong phú và hình ảnh sắc nét với độ sáng 1.000 nits.Đồng thời, tính năng Vision ...",6590000,4990000,24,1600000,128,4.8,14,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/62/ac/e8/40f4270368240b45e0ef0ef4e523945f.png,2024-11-29
274681248,Điện Thoại Samsung Galaxy A35 5G (8GB/128GB)- Đã Kích Hoạt Điện Tử- Hàng Chính Hãng,Samsung,"Ấn tượng bởi chất liệu cao cấp, thiết kế trẻ trungChất liệu kính Corning Gorilla Victus+ cao cấp, khung phẳng trên Điện Thoại Samsung Galaxy A35 5G tạo nên vẻ ngoài sang trọng, hiện đại nhưng không k...",8290000,6790000,18,1500000,131,4.8,29,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/ca/30/2b/50b76932df0fc44eb64a4a596eef0f1e.png,2024-11-29
274948704,Điện Thoại POCO X6 5G (12GB/256GB) - Hàng Chính Hãng,POCO,"Thao tác cực mượt với sức mạnh hiệu năng được cải tiếnĐược cung cấp sức mạnh từ vi xử lý Qualcomm Snapdragon 7s Gen 2 tiên tiến, POCO X6 5G 12GB/512GB mang đến hiệu năng vượt trội với hiệu suất CPU c...",8990000,8990000,0,0,0,4.8,6,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/product/f5/15/2228f38cf84d1b8451bb49e2c4537081.png,2024-11-29
276102293,Điện thoại Xiaomi Redmi 14C (4GB/128GB) - Hàng chính hãng,Xiaomi,"Hiển thị sống động và bảo vệ tối ưuMàn hình của Xiaomi Redmi 14C là một trong những điểm nổi bật nhất của sản phẩm, với tấm nền IPS LCD kích thước 6.88 inch. Độ phân giải cao kết hợp với tần số quét ...",3290000,2790000,15,500000,21,5.0,1,18 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/24/ba/95/1aa7cd98ff49841282a1c92bd65b9d25.png,2024-11-29
274959691,Điện thoại Tecno SPARK 20 Pro+ 8GB/256GB - Hàng chính hãng,Tecno,Vẻ ngoài tối giản nhưng không kém phần hiện đạiTecno Spark 20 Pro+ khoác lên mình một bộ cánh tối giản nhưng không kém phần hiện đại. Thiết bị được hoàn thiện với khung viền kim loại vuông vức q...,4550000,4290000,6,260000,60,4.7,17,13 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/5f/00/1c/8330eb3d9bcaff1002d0da5a35fb9847.png,2024-11-29
276290869,Điện thoại Samsung Galaxy M34 5G (8GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,Samsung,"Những điểm đáng giá trên Samsung Galaxy M34 5G Bên cạnh các thông số kỹ thuật nổi bật, sản phẩm còn sở hữu nhiều tính năng và công nghệ hiện đại, cạnh tranh với các đối thủ khác trong cùng phân khúc g...",5690000,5690000,0,0,0,5.0,5,No warranty info,No return policy,https://salt.tikicdn.com/media/catalog/producttmp/02/13/fb/62e9c466b53a276e262ddd0a5d811594.jpg,2024-11-29
276161888,Điện thoại Tecno Pova 6 Neo (8GB 128GB) - Hàng Chính Hãng,Tecno,Điện thoại Tenco Pova 6 Neo là dòng sản phẩm mới nhất đến từ nhà Tecno với khả năng giải trí cực đỉnh nhờ con chip MediaTek G99 Ultimate cùng dung lượng Ram lên đến 8GB cùng 128GB bộ nhớ trong. Ngoài ...,4590000,3790000,17,800000,18,5.0,2,12 Tháng,Đổi trả miễn phí trong 30 ngày,https://salt.tikicdn.com/ts/product/30/6e/f7/364e969c8219f920c6c7a9d90d00d2bc.png,2024-11-29
